finding_id,finding_type,host,entity,evidence_summary,expected_decision,expected_confidence,analyst_decision,analyst_confidence,evidence_gap,note
F-01517,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01518,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01519,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01520,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01521,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01522,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01523,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01524,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01525,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01526,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01527,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01528,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01529,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01530,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01531,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01532,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01533,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01534,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01535,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01536,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01537,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01538,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01539,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01540,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01541,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01542,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01543,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01544,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01545,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01546,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01547,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01548,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01549,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01550,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01551,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01552,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01553,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01554,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01555,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01556,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01557,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01558,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01559,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01560,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01561,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01562,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01563,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01564,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01565,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01566,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01567,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01568,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01569,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01570,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01571,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01572,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01573,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01574,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01575,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01576,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01577,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01578,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01579,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01580,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01581,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01582,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01583,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01584,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01585,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01586,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01587,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01588,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01589,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01590,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01591,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01592,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-001,execution,ADMIN-WS-07,PowerShell download,User-launched PowerShell downloaded archive from legitimate domain,investigate,medium,,,Intent not established from download alone,Starting point
